accountID,transactionDate,transactionTime,accountOwnerName,accountAddress,accountPostalCode,accountCity,accountState,accountCountry,accountOpenDate,accountAge,isUserRegistered,paymentInstrumentAgeInAccount,numPaymentRejects1dPerUser
A1899945718597320,20130401,182553,,,6280,,,NO,,1,FALSE,0,0
A914800992144953,20130401,182947,,,88036-000,,SC,BR,,1,FALSE,0.005555556,0
A985156895691439,20130401,184255,,,E1B 3W1,,NB,CA,,1,FALSE,0,0
A1829581025331100,20130401,184400,,,28691,,Madrid,ES,,4,FALSE,0,0
A985156047183031,20130401,184533,,,X5000KQH,,C�rdoba,AR,,158,TRUE,157.0256944,0
A2111055952161810,20130401,185224,,,1011,,,NZ,,11,TRUE,0.000694444,0
A1829580917315370,20130401,184602,,,P3E 4B7,,ON,CA,,1,FALSE,0,0
A914800852239365,20130401,185116,,,86130,,,FR,,257,FALSE,0,0
A1055521136908290,20130401,185855,,,7530,,,ZA,,1,TRUE,0,0
A914800155715487,20130401,190049,,,N9H 0B6,,ON,CA,,1,TRUE,0,0
A844428012611259,20130401,190453,,,84419,,,DE,,32,FALSE,0,0
A1055520426191820,20130401,191553,,,V6M3G2,,BC,CA,,1,FALSE,0,0
A985156980716233,20130401,192301,,,64230,,,FR,,1,FALSE,0,0
A844427439016025,20130401,192929,,,tw106jt,,,GB,,1,FALSE,0.002083333,1
A844428029128142,20130401,193803,,,45018,,RO,IT,,1,FALSE,0,0
A1899946990832180,20130401,194611,,,968,,,PR,,32,FALSE,31.09513889,0
A914800992240396,20130401,194504,,,J3M 1C9,,QC,CA,,1,FALSE,0.000694444,0
A844427117162872,20130401,200037,,,L4C 9A8,,ON,CA,,789,FALSE,0.004166667,0
A1055521378565720,20130401,200748,,,344095,,,RU,,1,FALSE,0,0
A985156980853365,20130401,201406,,,1815,,,CH,,1,FALSE,0,0
A1759221365537430,20130401,204430,,,T1S 1V2,,AB,CA,,15,TRUE,0,0
A844427195620558,20130401,210453,,,840 12,,,SE,,1852,FALSE,1.072222222,0
A403594416948339,20130401,205020,,,95028,,,DE,,256,FALSE,0.000694444,0
A1688852007781160,20130401,205334,,,67114,,Nuevo Le�n,MX,,1,FALSE,0,0
A1899946494592380,20130401,211119,,,L4H 1A1,,ON,CA,,776,FALSE,386.7416667,0
A1899946118621110,20130401,211322,,,8200,,La Pampa,AR,,27,FALSE,0.029166667,1
A844428029208277,20130401,214044,,,69680,,,FR,,1,FALSE,0,0
A305283258823347,20130401,215948,,,1060,,,VE,,1,TRUE,0.000694444,0
A844428020431192,20130401,220532,,,BL8 2LN,,,GB,,12,FALSE,0,0
A914800879906886,20130401,220254,,,443087,,,RU,,1,FALSE,0.000694444,0
A985156879161756,20130401,221022,,,2019,,New South Wales,AU,,1,FALSE,0,0
A985156247924530,20130401,222428,,,53340,,,DE,,1585,FALSE,23.20277778,0
A985156865296140,20130401,221859,,,3122,,Victoria,AU,,13,FALSE,12.89791667,0
A1829581374428060,20130401,222306,,,R0C 2Z0,,MB,CA,,1,FALSE,0.000694444,0
A1055520517369340,20130401,222552,,,T2S 2G6,,AB,CA,,2000,FALSE,115.6284722,0
A364491344183270,20130401,224222,,,L5N3V9,,ON,CA,,1,FALSE,0,0
A914800989152462,20130401,224748,,,13480-252,,SP,BR,,1,FALSE,0.000694444,0
A844427244645870,20130401,225247,,,4812,,Queensland,AU,,1,FALSE,0,0
A1899946989228830,20130401,230120,,,107-8420,,???,JP,,35,FALSE,34.87291667,0
A985156545400759,20130401,231308,,,K0A 2P0,,ON,CA,,1,FALSE,0,0
A388405010549302,20130401,232333,,,4720,,Queensland,AU,,1,FALSE,0.000694444,0
A1759221466819820,20130401,232726,,,-,,,NZ,,532,FALSE,0,0
A1055520794906610,20130402,755,,,L4K5H5,,ON,CA,,1,TRUE,0,0
A1055520911122070,20130402,948,,,02435-061,,SP,BR,,979,FALSE,0,0
A362084443908216,20130402,3020,,,V6K 1R6,,BC,CA,,1,FALSE,0,0
A1899945637951380,20130402,11659,,,4105,,Queensland,AU,,1,FALSE,0,0
A1688853608786600,20130402,12937,,,15-307,,Podlaskie,PL,,93,FALSE,92.13055556,0
A914800371948652,20130402,15047,,,N1E 1G3,,ON,CA,,1,FALSE,0,0
A1055520565233040,20130402,14326,,,A0K 2N0,,NF,CA,,1853,FALSE,661.2243056,0
A985156981092344,20130402,14450,,,H3N 2B7,,QC,CA,,1,FALSE,0,0
A1688852426436210,20130402,20233,,,78060-410,,MT,BR,,1,FALSE,0,0
A914800992396101,20130402,20619,,,6030,,Western Australia,AU,,1,FALSE,0,0
A1055521359767550,20130402,25559,,,987,,,PR,,1,FALSE,0.001388889,0
A914800966212071,20130402,30244,,,4208,,Queensland,AU,,1,FALSE,0,0
A844427873243640,20130402,32748,,,97110,,RS,BR,,1,FALSE,0.000694444,0
A844427812427307,20130402,31448,,,4810,,Queensland,AU,,1,FALSE,0,0
A844427182765142,20130402,33949,,,-,,,HK,,1,FALSE,0,0
A1055521379443830,20130402,35210,,,3805,,Victoria,AU,,1,FALSE,0.000694444,0
A402425356899468,20130402,44625,,,77517,,Quintana Roo,MX,,1,FALSE,0.000694444,0
A1688852228943230,20130402,51723,,,200,,,FI,,538,FALSE,28.52361111,0
A844427940645864,20130402,53921,,,810,,Northern Territory,AU,,1,FALSE,0.000694444,0
A1759221370552650,20130402,54838,,,35133,,,FR,,1,FALSE,0.000694444,0
A844427645581391,20130402,61416,,,3290,,,ZA,,1,FALSE,0,0
A914800978731116,20130402,54643,,,2000,,New South Wales,AU,,1,FALSE,0,0
A1055521128257550,20130402,61212,,,880-0001,,45,JP,,1,TRUE,0,0
A1759221136878170,20130402,63926,,,38670,,Santa Cruz de Tenerife,ES,,1,FALSE,0,0
A914800557880854,20130402,70324,,,630,,,NZ,,15,FALSE,0,0
A1055521376814030,20130402,70616,,,2850,,,DK,,5,FALSE,0,0
A914800992529492,20130402,71309,,,79279,,,DE,,1,FALSE,0,0
A914800992531314,20130402,72410,,,40228,,,SE,,1,FALSE,0,0
A1055520736349020,20130402,74952,,,29200,,,FR,,743,FALSE,0.002777778,1
A1055521379546340,20130402,74014,,,3855,,,CH,,1,FALSE,0.004861111,0
A914800992539682,20130402,74932,,,231-0045,,14,JP,,1,FALSE,0.002083333,0
A1688852161164800,20130402,74349,,,K7M 2B9,,ON,CA,,10,FALSE,9.052777778,0
A985156312064966,20130402,80322,,,3831 CT,,,NL,,9,FALSE,8.495833333,0
A914800938022898,20130402,81531,,,404133,,????????????? ???????,RU,,124,FALSE,0,0
A914800992554865,20130402,82037,,,65510,,,DE,,1,FALSE,0,0
A985156434341122,20130402,75448,,,SK6 6LY,,,GB,,1,FALSE,0,0
A1759222086802360,20130402,81403,,,96173,,,DE,,84,FALSE,0,0
A1688852627958010,20130402,80913,,,LS21 2QG,,,GB,,1,FALSE,0,0
A985156872103152,20130402,81225,,,B647AS,,,GB,,11,FALSE,9.973611111,0
A844428029499692,20130402,84005,,,BB7 9ph,,,GB,,1,FALSE,0,0
A985156673673761,20130402,84339,,,se27 9dz,,,GB,,1,FALSE,0.868055556,1
A305214544784376,20130402,85710,,,75015,,,FR,,1780,FALSE,0,0
A1899946027486720,20130402,92345,,,63110,,,FR,,336,FALSE,328.7138889,0
A1759220756117170,20130402,93116,,,7400,,,DK,,1574,FALSE,259.9020833,0
A1055520595562720,20130402,94043,,,11805,,Bucuresti,RO,,131,FALSE,0,0
A1899945460775270,20130402,94921,,,60325,,,DE,,45,TRUE,44.74513889,0
A1829581353459540,20130402,100846,,,27277-210,,RJ,BR,,1,TRUE,0,0
A914800992604546,20130402,101651,,,cv10 0qs,,,GB,,1,FALSE,0,0
A1688853043718610,20130402,95832,,,6152,,Western Australia,AU,,1,TRUE,0,0
A1055521379605220,20130402,100457,,,KT7 0BA,,,GB,,1,FALSE,0.0125,1
A844427997017257,20130402,94859,,,2613 BL,,,NL,,1,FALSE,0,0
A914800984722112,20130402,102542,,,79100,,,DE,,1,FALSE,0,0
A1899945751973700,20130402,95835,,,2173,,New South Wales,AU,,1,FALSE,0,0
A914800212834772,20130402,101128,,,3021,,Victoria,AU,,1873,TRUE,0.003472222,0
A844427468418356,20130402,102529,,,6057,,Western Australia,AU,,1,FALSE,0,0
A914800976366460,20130402,100802,,,2164,,,ZA,,13,FALSE,4.823611111,1
A985156981315260,20130402,101857,,,815-0083,,???,JP,,1,FALSE,0,0
A1899945960429010,20130402,103046,,,E10 6DJ,,,GB,,7,FALSE,6.605555556,0
A985156981322183,20130402,103642,,,6172,,Western Australia,AU,,1,FALSE,0.000694444,0
A844428029541826,20130402,110248,,,WS117GU,,,GB,,1,FALSE,0.000694444,0
A914800205696883,20130402,112248,,,2049,,New South Wales,AU,,330,FALSE,0.005555556,0
A1055520910073870,20130402,112410,,,31100,,TV,IT,,8,TRUE,0.001388889,0
A1055521304773900,20130402,112409,,,BS7 0DR,,,GB,,1,FALSE,0.000694444,0
A985156730031384,20130402,111056,,,16-400,,podlaskie,PL,,16,FALSE,0,0
A1688853657467340,20130402,113057,,,5800,,,FI,,1,FALSE,0,0
A403525709125382,20130402,112513,,,20132,,Milano,IT,,1,FALSE,0,0
A844427626172623,20130402,113444,,,67058,,L'Aquila,IT,,46,FALSE,0,0
A844427293870239,20130402,114712,,,3148,,Victoria,AU,,1,TRUE,0.002777778,0
A1899946198443790,20130402,115032,,,CO11 2LX,,,GB,,1,FALSE,0.000694444,0
A1899945930975510,20130402,115420,,,9530,,,DK,,1,FALSE,0,0
A1055521293388720,20130402,115636,,,4170,,Queensland,AU,,16,FALSE,15.33819444,1
A985156981375854,20130402,122302,,,K0C 2J0,,ON,CA,,1,FALSE,0,0
A985155989117349,20130402,115723,,,6814 bm,,,NL,,1,FALSE,0,0
A1829581171884760,20130402,121201,,,72110,,DF,BR,,1,FALSE,0.961111111,0
A1899946488366790,20130402,123533,,,2447,,New South Wales,AU,,1,FALSE,0.001388889,0
A914800794667925,20130402,124545,,,0,,,IE,,1,FALSE,0,0
A1055521379671840,20130402,123533,,,W2 2LU,,,GB,,1,FALSE,0,0
A1055521247789850,20130402,123620,,,V6V 1V2,,BC,CA,,1,TRUE,0,0
A362015584201830,20130402,130414,,,6052,,Western Australia,AU,,1,FALSE,0,0
A1055521379701340,20130402,132355,,,50125,,Agrigento,IT,,1,FALSE,0,0
A844428010161292,20130402,131301,,,67200,,,FR,,1,FALSE,0,0
A1899946952218810,20130402,131046,,,23875,,Lecco,IT,,1,FALSE,0,0
A1899946986375830,20130402,133118,,,75008,,,FR,,1,FALSE,0.032638889,0
A306382770283658,20130402,133740,,,9020,,,NO,,1,FALSE,0,0
A985156812283942,20130402,133321,,,H2R2W8,,QC,CA,,1,FALSE,0,0
A985156981421714,20130402,135550,,,69430,,,FR,,1,FALSE,0,0
A1055521379713660,20130402,135020,,,75116,,,FR,,1,FALSE,0,0
A1688852311264100,20130402,135813,,,7018,,,NO,,1,FALSE,0,0
A1899945852776670,20130402,141119,,,bt475sw,,,GB,,1,FALSE,0,0
A1055521379728010,20130402,141601,,,V0G2J0,,BC,CA,,1,FALSE,0.001388889,0
A844427737470326,20130402,141722,,,44118,,,FR,,1,FALSE,0,0
A985156042981300,20130402,145850,,,PO11 9SJ,,England,GB,,2000,TRUE,3416.182639,0
A914800992727523,20130402,144341,,,9000,,,DK,,1,FALSE,0,0
A914800992044631,20130402,150044,,,78600,,,FR,,2,FALSE,0,0
A844428029676103,20130402,145817,,,35139,,Padova,IT,,1,FALSE,0,0
A1055521365600130,20130402,150135,,,1139,,,DE,,31,FALSE,30.11944444,0
A1055521248599210,20130402,145929,,,CF11 0SH,,,GB,,1,FALSE,0.283333333,0
A985156981459473,20130402,150626,,,24030,,BG,IT,,1,FALSE,0,0
A914800992717937,20130402,151235,,,17213,,,DE,,1,FALSE,0,0
A1055521376259710,20130402,152500,,,T4N 1R3,,AB,CA,,1,FALSE,0,0
A310505939820458,20130402,152831,,,H2E2X8,,QC,CA,,61,FALSE,60.99166667,0
A914800979307833,20130402,152731,,,83293,,,SE,,1,FALSE,0,0
A985156981466082,20130402,154844,,,75645,,,SE,,1,FALSE,0,0
A1055520747952120,20130402,154850,,,RM15 5HQ,,ESS,GB,,986,FALSE,94.74027778,2
A1688853657203410,20130402,155126,,,7000,,,CH,,1,FALSE,0,0
A914800992191410,20130402,161253,,,121433,,,RU,,1,FALSE,0,0
A1899945751541120,20130402,160200,,,18750,,,SE,,1,FALSE,0,0
A1688852569244070,20130402,163314,,,B3H2R1,,NS,CA,,1006,FALSE,167.7291667,0
A914800643812106,20130402,163338,,,T4B1P3,,AB,CA,,1,FALSE,0.004861111,0
A914800877858319,20130402,164431,,,7134,,,BE,,1,FALSE,0,0
A1688853300162320,20130402,170254,,,J1H 5T1,,QC,CA,,1,FALSE,0,0
A1055520596718110,20130402,173935,,,15990-650,,SP,BR,,33,FALSE,32.22013889,0
A914800714003916,20130402,175115,,,1540,,,NO,,1,FALSE,0,0
A985156066798468,20130402,175110,,,L7M 1J2,,ON,CA,,1272,FALSE,0,0
A844428029794601,20130402,175833,,,4053,,,CH,,1,FALSE,0,0
A1055521379857050,20130402,182822,,,6340,,,CH,,1,FALSE,0,0
A914800145473294,20130402,181252,,,H4A 3L5,,QC,CA,,2000,TRUE,148.0680556,0
A1055521094200010,20130402,183134,,,WD3 3JP,,,GB,,1,FALSE,0,0
A844427438292581,20130402,183515,,,M4T 1K2,,ON,CA,,98,FALSE,0,0
A1055521257654690,20130402,184527,,,421 58,,,SE,,1,TRUE,0,0
A1688852938985690,20130402,190008,,,15517,,,DE,,1,TRUE,0,0
A914800992872676,20130402,191110,,,92340,,,FR,,1,FALSE,0,0
A1688852322585210,20130402,192134,,,M4V 2G9,,ON,CA,,1,FALSE,0,0
A985156978118734,20130402,192003,,,65123,,Jatim,ID,,1,FALSE,0,0
A844427790216831,20130402,192129,,,75007,,,FR,,1,TRUE,0,0
A914800598529957,20130402,191707,,,69009,,,FR,,769,FALSE,0,0
A1899946412337640,20130402,194700,,,1709,,,ZA,,1,FALSE,0,0
A1829581272688320,20130402,193927,,,28029,,Madrid,ES,,1,FALSE,0.000694444,0
A914800344603501,20130402,193934,,,8103 AX,,Reiger 56,NL,,1,FALSE,0,0
A914800992895658,20130402,195600,,,94000,,,FR,,1,FALSE,0,0
A985156955802332,20130402,200854,,,J1L 1R2,,QC,CA,,1,FALSE,0.000694444,0
A914800992801795,20130402,201236,,,36115,,,DE,,1,FALSE,0,0
A1829582577522020,20130402,201127,,,80687,,,DE,,1,FALSE,0,0
A985156981619096,20130402,201355,,,N4S1G8,,ON,CA,,1,FALSE,0,0
A844428029845375,20130402,201014,,,101,,,IS,,1,FALSE,0,0
A1055520904173280,20130402,203734,,,1079 LH,,Amsteldijk 166,NL,,1,TRUE,0,0
A844427484436030,20130402,202550,,,V3H 4C6,,BC,CA,,1,FALSE,0,0
A985156981605065,20130402,204631,,,28042,,Madrid,ES,,1,FALSE,0.000694444,0
A1899946242175650,20130402,205427,,,12210,,DKI Jakarta,ID,,4,TRUE,0.000694444,0
A312361364894639,20130402,210609,,,8295,,,LU,,1,FALSE,0,0
A985156102457912,20130402,210918,,,K0J1J0,,ON,CA,,1,TRUE,0.002777778,0
A314216790977307,20130402,211412,,,04736-040,,SP,BR,,1,FALSE,0.000694444,0
A844427750483368,20130402,211948,,,GU31 4DQ,,,GB,,63,FALSE,62.00277778,0
A844428029901386,20130402,214340,,,sr4 8nh,,TW,GB,,1,FALSE,0.000694444,0
A1055521379926780,20130402,215727,,,J4B 7X9,,QC,CA,,1,FALSE,0,0
A914800992933846,20130402,221316,,,8006,,Barcelona,ES,,1,FALSE,0,0
A1688852722169680,20130402,221059,,,1221,,Buenos Aires,AR,,11,FALSE,0.029166667,0
A1759221037340390,20130402,223128,,,28300-000,,RJ,BR,,49,FALSE,0,0
A1055520656586580,20130402,223703,,,82310310,,parana,BR,,77,TRUE,0,0
A844427869001448,20130402,222006,,,739 43,,Cesk� republika,CZ,,288,FALSE,287.4736111,0
A364147509623829,20130402,224804,,,12223-430,,SP,BR,,1,TRUE,0,0
A1688852371765350,20130402,231033,,,K0L1Z0,,ON,CA,,2000,TRUE,0.003472222,0
A844427543214257,20130402,233229,,,20537,,,DE,,1,FALSE,0,0
A402494130125284,20130402,233244,,,T2A 0P9,,AB,CA,,1,FALSE,0.000694444,0
A1055520876024530,20130403,425,,,05027-000,,SP,BR,,1,FALSE,0.05,0
A1055520435372590,20130403,222,,,3182,,VIC,AU,,1,TRUE,0,0
A985156981719131,20130403,1518,,,5159,,South Australia,AU,,1,FALSE,0,0
A1829581255078220,20130403,1811,,,24320290,,AL,BR,,121,TRUE,0.000694444,0
A914800993026103,20130403,4406,,,210,,,IS,,1,FALSE,0,0
A1759222229475140,20130403,4823,,,3216,,Victoria,AU,,1,FALSE,0,0
A844428028940836,20130403,10038,,,2305,,New South Wales,AU,,2,FALSE,1.559027778,0
A985156786835471,20130403,11549,,,4227,,Queensland,AU,,1,FALSE,0,0
A985156048744702,20130403,11927,,,-,,,CO,,1,TRUE,0,0
A985156903622377,20130403,12714,,,111-111,,Busan,KR,,155,FALSE,0,0
A404007019509143,20130403,14319,,,2100,,New South Wales,AU,,1,FALSE,0.002083333,0
A1829582542831120,20130403,15118,,,30770-560,,MG,BR,,73,FALSE,0.002083333,0
A1829582532323640,20130403,20105,,,V0N 2R0,,BC,CA,,89,TRUE,0,0
A914800879946551,20130403,21320,,,V2K4B9,,BC,CA,,32,FALSE,0,0
A1899945947321520,20130403,20644,,,N5Y 3G2,,ON,CA,,1805,FALSE,9.034722222,0
A914800745772804,20130403,31022,,,6000,,Western Australia,AU,,1,FALSE,0.001388889,0
A985156604225209,20130403,32657,,,3350,,Victoria,AU,,1,FALSE,0,0
A1055521237135850,20130403,31303,,,2074,,New South Wales,AU,,1,FALSE,0,0
A1055521352408000,20130403,32005,,,X0A0H0,,NU,CA,,66,FALSE,65.12916667,0
A914800991840209,20130403,34216,,,T0L2A0,,AB,CA,,1,FALSE,0,0
A1688852343345050,20130403,34719,,,A0J 1V0,,NF,CA,,830,FALSE,0.031944444,0
A388198542875898,20130403,43306,,,V6T1G2,,BC,CA,,1,FALSE,0,0
A914800993125405,20130403,44750,,,305-0032,,???,JP,,1,FALSE,0,0
A985156976223905,20130403,43731,,,400026,,Maharashtra,IN,,1,FALSE,0,0
A914800993129900,20130403,51123,,,6620,,Western Australia,AU,,1,FALSE,0.000694444,0
A914800974817765,20130403,51056,,,1016,,Phillipines,PH,,32,FALSE,0.006944444,0
A1055521380151790,20130403,50420,,,225-0002,,????,JP,,1,FALSE,0,0
A1899946994689380,20130403,53828,,,98052,,WA,US,,27,FALSE,26.95208333,0
A1829581033135670,20130403,54909,,,6720,,Distrito Federal,MX,,1,FALSE,0,0
A985156981844630,20130403,55636,,,20009,,DC,US,,1,FALSE,0.000694444,0
A311198603103213,20130403,54612,,,98115,,WA,US,,2000,FALSE,0.001388889,0
A985156951758234,20130403,55629,,,77077,,TX,US,,67,FALSE,0,0
A914800968031365,20130403,60026,,,3500,,Victoria,AU,,26,TRUE,0,0
A844427391455086,20130403,60458,,,92240,,CA,US,,1355,FALSE,82.175,0
A1759221005244540,20130403,60139,,,77038,,TX,US,,1,FALSE,0,0
A985156528486763,20130403,63009,,,470-2403,,???,JP,,1,FALSE,0,0
A1759221489252130,20130403,61929,,,52803,,IA,US,,1,FALSE,0,0
A1899945799046680,20130403,64531,,,9000,,,BG,,1,FALSE,0,0
A844427294090184,20130403,64619,,,77092,,TX,US,,1523,FALSE,0.003472222,0
A1829581294304250,20130403,65811,,,-,,,HK,,401,FALSE,0.000694444,0
A1055520484152840,20130403,64408,,,92064,,CA,US,,2000,TRUE,0,0
